item_key,expansion,rareza,nombre_carta,numero_carta,precio_anterior,precio_actual,diferencia_precio,porcentaje_variacion,estado_variacion,precio_referencia,margen_estimado,porcentaje_margen,clasificacion_oportunidad,estado_scraping,mensaje_error,timestamp_ejecucion,url_carta
SV: White Flare|Illustration Rare|Stunfisk|118/086,SV: White Flare,Illustration Rare,Stunfisk,118/086,7.06,6.96,-0.09999999999999964,-0.014164305949008449,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642230/pokemon-sv-white-flare-stunfisk-118-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Illustration Rare|Swinub|165/159,SV09: Journey Together,Illustration Rare,Swinub,165/159,3.58,3.5,-0.08000000000000007,-0.022346368715083817,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623592/pokemon-sv09-journey-together-swinub-165-159?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Ultra Rare|Switch|123/094,ME02: Phantasmal Flames,Ultra Rare,Switch,123/094,1.34,1.32,-0.020000000000000018,-0.01492537313432837,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662231/pokemon-me02-phantasmal-flames-switch?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Tarragon|116/088,ME03: Perfect Order,Ultra Rare,Tarragon,116/088,2.08,2.06,-0.020000000000000018,-0.009615384615384623,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684345/pokemon-me03-perfect-order-tarragon-116-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Illustration Rare|Tauros|096/086,ME04: Chaos Rising,Illustration Rare,Tauros,096/086,4.44,4.36,-0.08000000000000007,-0.018018018018018032,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693553/pokemon-me04-chaos-rising-tauros-096-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Special Illustration Rare|Team Rocket's Ariana|237/182,SV10: Destined Rivals,Special Illustration Rare,Team Rocket's Ariana,237/182,24.32,24.21,-0.10999999999999943,-0.0045230263157894504,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633037/pokemon-sv10-destined-rivals-team-rockets-ariana-237-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Hyper Rare|Team Rocket's Crobat ex|242/182,SV10: Destined Rivals,Hyper Rare,Team Rocket's Crobat ex,242/182,17.65,17.25,-0.3999999999999986,-0.02266288951841352,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633042/pokemon-sv10-destined-rivals-team-rockets-crobat-ex-242-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Special Illustration Rare|Team Rocket's Giovanni|238/182,SV10: Destined Rivals,Special Illustration Rare,Team Rocket's Giovanni,238/182,30.02,29.98,-0.03999999999999915,-0.0013324450366422101,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633038/pokemon-sv10-destined-rivals-team-rockets-giovanni-238-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Team Rocket's Houndoom|191/182,SV10: Destined Rivals,Illustration Rare,Team Rocket's Houndoom,191/182,15.23,14.74,-0.4900000000000002,-0.03217334208798425,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632991/pokemon-sv10-destined-rivals-team-rockets-houndoom-191-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Double Rare|Team Rocket's Mewtwo ex|081/182,SV10: Destined Rivals,Double Rare,Team Rocket's Mewtwo ex,081/182,2.15,2.02,-0.1299999999999999,-0.06046511627906972,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632891/pokemon-sv10-destined-rivals-team-rockets-mewtwo-ex-081-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Ultra Rare|Team Rocket's Mewtwo ex|213/182,SV10: Destined Rivals,Ultra Rare,Team Rocket's Mewtwo ex,213/182,20.61,20.54,-0.07000000000000028,-0.0033964095099466417,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633013/pokemon-sv10-destined-rivals-team-rockets-mewtwo-ex-213-182?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Double Rare|Team Rocket's Mewtwo ex|079/217,ME: Ascended Heroes,Double Rare,Team Rocket's Mewtwo ex,079/217,1.79,1.74,-0.050000000000000044,-0.02793296089385477,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/675891/pokemon-me-ascended-heroes-team-rockets-mewtwo-ex-079-217?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Special Illustration Rare|Team Rocket's Mewtwo ex|281/217,ME: Ascended Heroes,Special Illustration Rare,Team Rocket's Mewtwo ex,281/217,410.6,408.86,-1.740000000000009,-0.004237700925474937,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676093/pokemon-me-ascended-heroes-team-rockets-mewtwo-ex-281-217?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Ultra Rare|Team Rocket's Moltres ex|208/182,SV10: Destined Rivals,Ultra Rare,Team Rocket's Moltres ex,208/182,5.09,5.05,-0.040000000000000036,-0.007858546168958749,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633008/pokemon-sv10-destined-rivals-team-rockets-moltres-ex-208-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Team Rocket's Murkrow|200/182,SV10: Destined Rivals,Illustration Rare,Team Rocket's Murkrow,200/182,10.02,9.91,-0.10999999999999943,-0.010978043912175592,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633000/pokemon-sv10-destined-rivals-team-rockets-murkrow-200-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Special Illustration Rare|Team Rocket's Nidoking ex|233/182,SV10: Destined Rivals,Special Illustration Rare,Team Rocket's Nidoking ex,233/182,110.19,110.15,-0.03999999999999204,-0.00036300934749062565,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633033/pokemon-sv10-destined-rivals-team-rockets-nidoking-ex-233-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Team Rocket's Orbeetle|198/182,SV10: Destined Rivals,Illustration Rare,Team Rocket's Orbeetle,198/182,4.04,3.96,-0.08000000000000007,-0.01980198019801982,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632998/pokemon-sv10-destined-rivals-team-rockets-orbeetle-198-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Double Rare|Team Rocket's Persian ex|150/182,SV10: Destined Rivals,Double Rare,Team Rocket's Persian ex,150/182,0.69,0.67,-0.019999999999999907,-0.02898550724637668,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632955/pokemon-sv10-destined-rivals-team-rockets-persian-ex-150-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Team Rocket's Weezing|199/182,SV10: Destined Rivals,Illustration Rare,Team Rocket's Weezing,199/182,9.86,9.75,-0.10999999999999943,-0.011156186612576008,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632999/pokemon-sv10-destined-rivals-team-rockets-weezing-199-182?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Double Rare|Terapagos ex|179/217,ME: Ascended Heroes,Double Rare,Terapagos ex,179/217,0.62,0.61,-0.010000000000000009,-0.01612903225806453,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/675991/pokemon-me-ascended-heroes-terapagos-ex?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Togedemaru|104/094,ME02: Phantasmal Flames,Illustration Rare,Togedemaru,104/094,2.56,2.55,-0.010000000000000231,-0.00390625000000009,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662233/pokemon-me02-phantasmal-flames-togedemaru-104-094?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Toxtricity|103/094,ME02: Phantasmal Flames,Illustration Rare,Toxtricity,103/094,2.27,2.25,-0.020000000000000018,-0.008810572687224677,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662235/pokemon-me02-phantasmal-flames-toxtricity-103-094?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Tranquill|149/086,SV: Black Bolt,Illustration Rare,Tranquill,149/086,6.56,6.41,-0.14999999999999947,-0.022865853658536505,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642603/pokemon-sv-black-bolt-tranquill-149-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Ultra Rare|Ultra Ball|264/217,ME: Ascended Heroes,Ultra Rare,Ultra Ball,264/217,5.97,5.92,-0.04999999999999982,-0.008375209380234476,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676076/pokemon-me-ascended-heroes-ultra-ball-264-217?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Venipede|132/086,SV: Black Bolt,Illustration Rare,Venipede,132/086,10.59,10.41,-0.17999999999999972,-0.016997167138810172,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642587/pokemon-sv-black-bolt-venipede-132-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Double Rare|Volcanion ex|031/159,SV09: Journey Together,Double Rare,Volcanion ex,031/159,0.67,0.65,-0.020000000000000018,-0.02985074626865674,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623458/pokemon-sv09-journey-together-volcanion-ex-031-159?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Illustration Rare|Vulpix|138/132,ME01: Mega Evolution,Illustration Rare,Vulpix,138/132,19.87,19.77,-0.10000000000000142,-0.005032712632108778,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654477/pokemon-me01-mega-evolution-vulpix-138-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Special Illustration Rare|Wally's Compassion|186/132,ME01: Mega Evolution,Special Illustration Rare,Wally's Compassion,186/132,20.43,20.36,-0.07000000000000028,-0.0034263338228096075,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654525/pokemon-me01-mega-evolution-wallys-compassion-186-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Illustration Rare|Watchog|097/086,ME04: Chaos Rising,Illustration Rare,Watchog,097/086,1.82,1.81,-0.010000000000000009,-0.005494505494505499,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693560/pokemon-me04-chaos-rising-watchog-097-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Special Illustration Rare|Whimsicott ex|165/086,SV: White Flare,Special Illustration Rare,Whimsicott ex,165/086,28.94,28.78,-0.16000000000000014,-0.005528680027643405,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642282/pokemon-sv-white-flare-whimsicott-ex-165-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Whirlipede|133/086,SV: Black Bolt,Illustration Rare,Whirlipede,133/086,8.84,8.75,-0.08999999999999986,-0.010180995475113107,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642588/pokemon-sv-black-bolt-whirlipede-133-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Wigglytuff|105/094,ME02: Phantasmal Flames,Illustration Rare,Wigglytuff,105/094,7.23,6.72,-0.5100000000000007,-0.07053941908713701,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662240/pokemon-me02-phantasmal-flames-wigglytuff-105-094?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Illustration Rare|Woobat|119/086,SV: White Flare,Illustration Rare,Woobat,119/086,14.97,14.9,-0.07000000000000028,-0.004676018704074835,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642231/pokemon-sv-white-flare-woobat-119-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Illustration Rare|Xerneas|091/086,ME04: Chaos Rising,Illustration Rare,Xerneas,091/086,10.41,10.15,-0.2599999999999998,-0.024975984630163282,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693564/pokemon-me04-chaos-rising-xerneas-091-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Yamper|099/094,ME02: Phantasmal Flames,Illustration Rare,Yamper,099/094,4.13,4.01,-0.1200000000000001,-0.02905569007263925,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662243/pokemon-me02-phantasmal-flames-yamper-099-094?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Illustration Rare|Yanma|183/182,SV10: Destined Rivals,Illustration Rare,Yanma,183/182,4.37,4.32,-0.04999999999999982,-0.011441647597253964,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632983/pokemon-sv10-destined-rivals-yanma-183-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Double Rare|Yanmega ex|003/182,SV10: Destined Rivals,Double Rare,Yanmega ex,003/182,0.54,0.51,-0.030000000000000027,-0.0555555555555556,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632831/pokemon-sv10-destined-rivals-yanmega-ex-003-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Ultra Rare|Yanmega ex|206/182,SV10: Destined Rivals,Ultra Rare,Yanmega ex,206/182,1.25,1.21,-0.040000000000000036,-0.03200000000000003,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633006/pokemon-sv10-destined-rivals-yanmega-ex-206-182?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Double Rare|Yveltal ex|053/088,ME03: Perfect Order,Double Rare,Yveltal ex,053/088,0.52,0.48,-0.040000000000000036,-0.07692307692307698,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684386/pokemon-me03-perfect-order-yveltal-ex-053-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME03: Perfect Order|Ultra Rare|Yveltal ex|105/088,ME03: Perfect Order,Ultra Rare,Yveltal ex,105/088,3.94,3.9,-0.040000000000000036,-0.0101522842639594,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/684387/pokemon-me03-perfect-order-yveltal-ex-105-088?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Illustration Rare|Zacian|100/094,ME02: Phantasmal Flames,Illustration Rare,Zacian,100/094,4.39,4.34,-0.04999999999999982,-0.011389521640091077,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662245/pokemon-me02-phantasmal-flames-zacian-100-094?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Double Rare|Zekrom ex|034/086,SV: Black Bolt,Double Rare,Zekrom ex,034/086,0.77,0.73,-0.040000000000000036,-0.05194805194805199,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642486/pokemon-sv-black-bolt-zekrom-ex?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Special Illustration Rare|Zekrom ex|166/086,SV: Black Bolt,Special Illustration Rare,Zekrom ex,166/086,286.53,285.73,-0.7999999999999545,-0.002792028757896048,BAJO,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642618/pokemon-sv-black-bolt-zekrom-ex-166-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME04: Chaos Rising|Ultra Rare|AZ's Tranquility|106/086,ME04: Chaos Rising,Ultra Rare,AZ's Tranquility,106/086,2.31,2.31,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/693450/pokemon-me04-chaos-rising-azs-tranquility-106-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Special Illustration Rare|Acerola's Mischief|183/132,ME01: Mega Evolution,Special Illustration Rare,Acerola's Mischief,183/132,33.54,33.54,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654522/pokemon-me01-mega-evolution-acerolas-mischief-183-132?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Ultra Rare|Air Balloon|166/132,ME01: Mega Evolution,Ultra Rare,Air Balloon,166/132,2.18,2.18,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654505/pokemon-me01-mega-evolution-air-balloon?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Illustration Rare|Archen|131/086,SV: White Flare,Illustration Rare,Archen,131/086,11.42,11.42,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642244/pokemon-sv-white-flare-archen-131-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Illustration Rare|Archeops|132/086,SV: White Flare,Illustration Rare,Archeops,132/086,14.64,14.64,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642245/pokemon-sv-white-flare-archeops-132-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Double Rare|Arven's Mabosstiff ex|139/182,SV10: Destined Rivals,Double Rare,Arven's Mabosstiff ex,139/182,0.54,0.54,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/632946/pokemon-sv10-destined-rivals-arvens-mabosstiff-ex-139-182?Condition=Near+Mint&Printing=Holofoil&page=1
ME02: Phantasmal Flames|Ultra Rare|Battle Cage|116/094,ME02: Phantasmal Flames,Ultra Rare,Battle Cage,116/094,1.09,1.09,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/662131/pokemon-me02-phantasmal-flames-battle-cage-116-094?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Beartic|110/086,SV: Black Bolt,Illustration Rare,Beartic,110/086,10.14,10.14,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642563/pokemon-sv-black-bolt-beartic-110-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Special Illustration Rare|Bouffalant ex|170/086,SV: White Flare,Special Illustration Rare,Bouffalant ex,170/086,19.3,19.3,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642287/pokemon-sv-white-flare-bouffalant-ex-170-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Braviary|155/086,SV: Black Bolt,Illustration Rare,Braviary,155/086,11.6,11.6,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642272/pokemon-sv-black-bolt-braviary-155-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Carracosta|107/086,SV: Black Bolt,Illustration Rare,Carracosta,107/086,14.25,14.25,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642560/pokemon-sv-black-bolt-carracosta-107-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Double Rare|Cinderace ex|038/217,ME: Ascended Heroes,Double Rare,Cinderace ex,038/217,0.64,0.64,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/675850/pokemon-me-ascended-heroes-cinderace-ex?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Special Illustration Rare|Cynthia's Garchomp ex|232/182,SV10: Destined Rivals,Special Illustration Rare,Cynthia's Garchomp ex,232/182,272.74,272.74,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633032/pokemon-sv10-destined-rivals-cynthias-garchomp-ex-232-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Illustration Rare|Deerling|091/086,SV: White Flare,Illustration Rare,Deerling,091/086,23.34,23.34,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642206/pokemon-sv-white-flare-deerling-091-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME01: Mega Evolution|Illustration Rare|Delibird|152/132,ME01: Mega Evolution,Illustration Rare,Delibird,152/132,2.49,2.49,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/654491/pokemon-me01-mega-evolution-delibird-152-132?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Illustration Rare|Duosion|119/086,SV: Black Bolt,Illustration Rare,Duosion,119/086,16.8,16.8,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642573/pokemon-sv-black-bolt-duosion-119-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Illustration Rare|Durant|150/086,SV: White Flare,Illustration Rare,Durant,150/086,12.23,12.23,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642264/pokemon-sv-white-flare-durant-150-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Ultra Rare|Emcee's Hype|220/182,SV10: Destined Rivals,Ultra Rare,Emcee's Hype,220/182,1.66,1.66,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633020/pokemon-sv10-destined-rivals-emcees-hype-220-182?Condition=Near+Mint&Printing=Holofoil&page=1
SV10: Destined Rivals|Special Illustration Rare|Ethan's Ho-Oh ex|230/182,SV10: Destined Rivals,Special Illustration Rare,Ethan's Ho-Oh ex,230/182,191.91,191.91,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/633030/pokemon-sv10-destined-rivals-ethans-ho-oh-ex-230-182?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Double Rare|Ethan's Ho-Oh ex|026/217,ME: Ascended Heroes,Double Rare,Ethan's Ho-Oh ex,026/217,0.68,0.68,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/675838/pokemon-me-ascended-heroes-ethans-ho-oh-ex?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Special Illustration Rare|Excadrill ex|168/086,SV: Black Bolt,Special Illustration Rare,Excadrill ex,168/086,25.3,25.3,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642620/pokemon-sv-black-bolt-excadrill-ex-168-086?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Special Illustration Rare|Fezandipiti ex|288/217,ME: Ascended Heroes,Special Illustration Rare,Fezandipiti ex,288/217,66.64,66.64,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676100/pokemon-me-ascended-heroes-fezandipiti-ex-288-217?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Illustration Rare|Galarian Obstagoon|245/217,ME: Ascended Heroes,Illustration Rare,Galarian Obstagoon,245/217,3.81,3.81,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676057/pokemon-me-ascended-heroes-galarian-obstagoon-245-217?Condition=Near+Mint&Printing=Holofoil&page=1
SV: Black Bolt|Special Illustration Rare|Genesect ex|169/086,SV: Black Bolt,Special Illustration Rare,Genesect ex,169/086,48.07,48.07,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642621/pokemon-sv-black-bolt-genesect-ex-169-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Ultra Rare|Harlequin|163/086,SV: White Flare,Ultra Rare,Harlequin,163/086,1.08,1.08,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642280/pokemon-sv-white-flare-harlequin-163-086?Condition=Near+Mint&Printing=Holofoil&page=1
SV09: Journey Together|Illustration Rare|Hop's Wooloo|170/159,SV09: Journey Together,Illustration Rare,Hop's Wooloo,170/159,5.99,5.99,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/623597/pokemon-sv09-journey-together-hops-wooloo-170-159?Condition=Near+Mint&Printing=Holofoil&page=1
ME: Ascended Heroes|Special Illustration Rare|Iono's Bellibolt ex|279/217,ME: Ascended Heroes,Special Illustration Rare,Iono's Bellibolt ex,279/217,67.3,67.3,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/676091/pokemon-me-ascended-heroes-ionos-bellibolt-ex-279-217?Condition=Near+Mint&Printing=Holofoil&page=1
SV: White Flare|Double Rare|Jellicent ex|045/086,SV: White Flare,Double Rare,Jellicent ex,045/086,0.59,0.59,0.0,0.0,IGUAL,,,,SIN_REFERENCIA,OK,,2026-07-16 22:17:17,https://www.tcgplayer.com/product/642157/pokemon-sv-white-flare-jellicent-ex?Condition=Near+Mint&Printing=Holofoil&page=1
